file_name,caption
000000400000.jpeg,A street sign next to a crosswalk in a metropolitan city. 
000000236486.jpeg,city workers and fire fighters standing in a street
000000057830.jpeg,A white fishing boat is on the water not far from a beach.
000000431555.jpeg,A brightly colored bus painted with a mustache rolls down a city street.
000000287474.jpeg,A bus has snow chains on its tires
000000304580.jpeg,An owl is sitting on a grass stand.
000000073976.jpeg,A view of a harbor with docked boats and city streets.
000000522807.jpeg,Street signs at a junction in a city.
000000166529.jpeg,Very long wheelbase city bus stopped at corner.
000000372885.jpeg,A bus sitting at a bus stop in a city square.
000000459905.jpeg,A bus traveling on a city street next to an open field.
000000434028.jpeg,A city alley full of a large flock of pidgeons.
000000370261.jpeg,A bus traveling down a city street lined with houses.
000000298817.jpeg,A flock of turkeys are making their way up a hill.
000000069798.jpeg,A bus stand on a picturesque city street.
000000379464.jpeg,Pedestrians and cars traverse the city at night.
000000095266.jpeg,A double decker bus traveling down a busy city street.
000000288975.jpeg,A traffic light on Wall Street in New York City.
000000288569.jpeg,A train stopped by a train station in a city.
000000510622.jpeg,A rustic old fire hydrant in the middle of a grassy area.
000000004901.jpeg,Several puffins gathered on a green grassy cliff.
000000308073.jpeg,A sandpiper on the beach hunting in the sand
000000159446.jpeg,A glass dome in the background of a major city at night.
000000146401.jpeg,The city bus is on the street with other cars.  
000000079802.jpeg,A group of buses are parked in the city at the parking lot
000000279421.jpeg,A train at the bus station near mountains.  
000000187934.jpeg,Signs on a hill covered in dirty snow
000000540348.jpeg,An old red train is parked in a yard under a cloudy sky.
000000108395.jpeg,A tree stump in the middle of a dry grass covered field.
000000470454.jpeg,A green bus traveling down a busy street in a city.
000000296038.jpeg,A large metal ball sitting next to a street in a major city.
000000063206.jpeg,A street light under a blue sky with a battery place sign.
000000531550.jpeg,Four ducks walking around a grass covered park 
000000271862.jpeg,A large antenna structure set among a large city. 
000000439356.jpeg,Street signs on a single post in a city.
000000537470.jpeg,A green double decker bus driving through a city.
000000139345.jpeg,a train in a city street on tracks
000000498563.jpeg,a close up of a street sign with a sky background
000000043439.jpeg,A bald eagle soaring through the sky next to a large tree.
000000340684.jpeg,a street sign with a building and sky background
000000220527.jpeg,"A sign reading ""PADDOCKHURST ROAD"", ""GOSSOPS GREEN"" is on the grass by the curb."
000000345648.jpeg,A green train traveling through a city on railroad tracks.
000000152418.jpeg,A red traffic light on a light post in a city street.
000000174909.jpeg,A large white bus is traveling around a narrow bend on a city street.
000000521150.jpeg,A train on a track under a blue sky with some buildings.
000000357739.jpeg,a school bus painted white and blue on a city street
000000141232.jpeg,A photo of a street with a fire hydrant in view.
000000166932.jpeg,A train traveling on train tracks on a mountain.
000000191321.jpeg,A street view of a building and its shops.
000000150562.jpeg,A white swam cleaning itself in a lake.
000000089955.jpeg,The mountains are visible beyond the signal lights.
000000557664.jpeg,Large rows of different Chinese symbols on buildings in a city. 
000000137382.jpeg,A blue double decker bus is driving through the city.
000000437889.jpeg,Some trees and hills viewed through a small window.
000000043912.jpeg,Stop light begins to change on a city street. 
000000291290.jpeg,A red train is riding on a railway passing some mountains
000000109136.jpeg,A red double decker bus driving through a city
000000315110.jpeg,A red traffic sign next to a uphill alley.
000000168795.jpeg,A white bus on the street on a cloudy day. 
000000188660.jpeg,a flock of seagels are standing on the sand at the beach 
000000269372.jpeg,Line of Chinese and Japanese restaurants in a large city.
000000059611.jpeg,A red double-decker bus on a city street.
000000256576.jpeg,a police car parked on a city street 
000000012418.jpeg,A Greek-language signpost on a city street in the rain.
000000056705.jpeg,A locomotive engine on a train track in a city.
000000148772.jpeg,A train traveling down a bridge over a forest.
000000188139.jpeg,A busy down town city street filled with lots of traffic.
000000387543.jpeg,A public bus driving down a snowy city street.
000000250844.jpeg,A city train or subway is at a platform.
000000279430.jpeg,A speeding train is passing through a city.
000000225608.jpeg,Pedestrians walking down a city street in a winter scene.
000000548893.jpeg,A high speed train traveling between a mountain and lake. 
000000453566.jpeg,A white electric street sign graces the skyline of the city.
000000069373.jpeg,Trees and an open grassy field with a sign.
000000327491.jpeg,A train chugging along some tracks on a cliff near a river.
000000523199.jpeg,A corner building at an intersection in a city
000000290489.jpeg,A busy city street with a cacophony of street and business signs
000000486123.jpeg,"An intersection photograph[hed through the windshield of a car,"
000000352019.jpeg,A double-decker bus on a street in a large city. 
000000515427.jpeg,a close up of a street sign with a sky background
000000453533.jpeg,a highway road sign with a cloudy back ground
000000346456.jpeg,A view of a street going around a curb.
000000425161.jpeg,Green fire hydrant on the corner of a city street
000000294005.jpeg,a bus driving down a snow covered street.
000000172568.jpeg,A red and white fire hydrant sits across from a city building.
000000141139.jpeg,The corner of Oak Ave and Lake Ave has lots of trees.
000000392936.jpeg,A train traveling along a train track bordering a city scape below multiple power lines.
000000015876.jpeg,A train with a red caboose next to a forest with green trees.
000000087756.jpeg,A locomotive traveling past a small shack next to a forest.
000000498138.jpeg,Parking lot of a Westmark Inn with mountains in the distance.
000000450771.jpeg,An electronic Walk sign on a city street corner.
000000488857.jpeg,A truck parked next to a small home and a green grass covered hill.
000000412248.jpeg,Beach-goers soaking in the sun at a sandy beach.
000000510012.jpeg,A bus is on the street of a city near a fence.
000000538420.jpeg,"Whichever way you have been routed through the city, it ends right here."
000000312153.jpeg,Cars are on a freeway headed for Seattle.
000000376136.jpeg,A train traveling down tracks next to a forest.
000000022440.jpeg,Red Liverpool Street bus driving down a city street.
000000273804.jpeg,A train going through a forest on a wooden platform. 
000000460810.jpeg,an asian looking archway over a city street
000000068179.jpeg,A fire hydrant in the snow is surrounded by poles.
000000168779.jpeg,Double decker bus prepares to cross through a busy city intersection. 
000000259988.jpeg,House with a sign on a pole that reads snow emergency route.
000000187396.jpeg,a double deckered bus driving on a city street
000000406414.jpeg,a sign on a building on a hill in the dark
000000117515.jpeg,a brightly colored train going through a city.
000000383158.jpeg,a large public transit bus on a city street 
000000538001.jpeg,a close up of a street sign with a sky background
000000257034.jpeg,a close up of a street sign with a sky back ground
000000017810.jpeg,View of a commuter train passing over an overhang from a mirror. 
000000409906.jpeg,a street filled with traffic in the middle of a busy city.
000000169035.jpeg,An owl and his protective coloring blend into the landscape.
000000276703.jpeg,a close up of a police car parked on a city street
000000109357.jpeg,A crowded city street with lots of pedestrians.
000000142561.jpeg,A city view of the street with city signs 
000000028806.jpeg,Series of different signs hanging in front of buildings on a city street. 
000000555715.jpeg,A mini model city with a train riding the tracks.
000000572937.jpeg,A view of a cracked red street sign in front of traffic.
000000179682.jpeg,A crane heads down to the water through a grassy field.
000000004322.jpeg,A train coming down the tracks in a forest.
000000007232.jpeg,a train on a train track wit ha sky background
000000316852.jpeg,Train on the tracks near trees and hill.
000000184745.jpeg,A green bus waits by a bus stop on a sunny afternoon in the valley.
000000008152.jpeg,A goat with large curled horns eats grass behind a fence.
000000326442.jpeg,Street sign surrounded by a flooded area of a city. 
000000381280.jpeg,an image of a pigeon walking on the sand at the beach
000000362213.jpeg,Night view of a city street with the lights on. 
000000216278.jpeg,a double deckered public transit bus on a city street
000000559986.jpeg,A narrow train going around a mountain corner.
000000564072.jpeg,A red city bus making a turn on the street
000000249688.jpeg,Back of street signs on a busy city street. 
000000331919.jpeg,A blue boat floating next to a sandy shoreline.
000000463564.jpeg,A crowded city street filled with neon signs.
000000366473.jpeg,An bald eagle soaring in the sky over trees
000000100658.jpeg,A blue lagoon surrounded by a forest of green trees.
000000543805.jpeg,A train speeds by on a cloudy day.
000000126732.jpeg,A fishing boat is sailing out to the sea.
000000370426.jpeg,A beautiful blond lady standing next to a city bus.
000000524956.jpeg,City sign saying no loud speaker allowed in a city. 
